boat_type,model,observation_version,index,group,slot,field,normalization,range,empty_slot_value,normalization_max
submarine,,sub_duel_v3,49,torpedo,3,cpa_time,closest-approach time / 10 s,"[0,1]",0,10
submarine,,sub_duel_v3,50,torpedo,3,type_one_hot_acoustic,public torpedo type one-hot,"[0,1]",0,1
submarine,,sub_duel_v3,51,torpedo,3,type_one_hot_autonomous,public torpedo type one-hot,"[0,1]",0,1
submarine,,sub_duel_v3,52,torpedo,3,type_one_hot_wire_guided,public torpedo type one-hot,"[0,1]",0,1
submarine,,sub_duel_v3,53,torpedo,4,present,1 when slot is occupied,"[0,1]",0,1
submarine,,sub_duel_v3,54,torpedo,4,bearing_sin,right / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,55,torpedo,4,bearing_cos,forward / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,56,torpedo,4,distance_ratio,distance_m / 10000,"[0,1]",0,10000
submarine,,sub_duel_v3,57,torpedo,4,velocity_forward,relative forward velocity / 10,"[-1,1]",0,10
submarine,,sub_duel_v3,58,torpedo,4,velocity_right,relative right velocity / 10,"[-1,1]",0,10
submarine,,sub_duel_v3,59,torpedo,4,cpa_distance,closest approach distance_m / 2000,"[0,1]",0,2000
submarine,,sub_duel_v3,60,torpedo,4,cpa_time,closest-approach time / 10 s,"[0,1]",0,10
submarine,,sub_duel_v3,61,torpedo,4,type_one_hot_acoustic,public torpedo type one-hot,"[0,1]",0,1
submarine,,sub_duel_v3,62,torpedo,4,type_one_hot_autonomous,public torpedo type one-hot,"[0,1]",0,1
submarine,,sub_duel_v3,63,torpedo,4,type_one_hot_wire_guided,public torpedo type one-hot,"[0,1]",0,1
submarine,,sub_duel_v3,64,torpedo,5,present,1 when slot is occupied,"[0,1]",0,1
submarine,,sub_duel_v3,65,torpedo,5,bearing_sin,right / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,66,torpedo,5,bearing_cos,forward / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,67,torpedo,5,distance_ratio,distance_m / 10000,"[0,1]",0,10000
submarine,,sub_duel_v3,68,torpedo,5,velocity_forward,relative forward velocity / 10,"[-1,1]",0,10
submarine,,sub_duel_v3,69,torpedo,5,velocity_right,relative right velocity / 10,"[-1,1]",0,10
submarine,,sub_duel_v3,70,torpedo,5,cpa_distance,closest approach distance_m / 2000,"[0,1]",0,2000
submarine,,sub_duel_v3,71,torpedo,5,cpa_time,closest-approach time / 10 s,"[0,1]",0,10
submarine,,sub_duel_v3,72,torpedo,5,type_one_hot_acoustic,public torpedo type one-hot,"[0,1]",0,1
submarine,,sub_duel_v3,73,torpedo,5,type_one_hot_autonomous,public torpedo type one-hot,"[0,1]",0,1
submarine,,sub_duel_v3,74,torpedo,5,type_one_hot_wire_guided,public torpedo type one-hot,"[0,1]",0,1
submarine,,sub_duel_v3,75,torpedo,6,present,1 when slot is occupied,"[0,1]",0,1
submarine,,sub_duel_v3,76,torpedo,6,bearing_sin,right / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,77,torpedo,6,bearing_cos,forward / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,78,torpedo,6,distance_ratio,distance_m / 10000,"[0,1]",0,10000
submarine,,sub_duel_v3,79,torpedo,6,velocity_forward,relative forward velocity / 10,"[-1,1]",0,10
submarine,,sub_duel_v3,80,torpedo,6,velocity_right,relative right velocity / 10,"[-1,1]",0,10
submarine,,sub_duel_v3,81,torpedo,6,cpa_distance,closest approach distance_m / 2000,"[0,1]",0,2000
submarine,,sub_duel_v3,82,torpedo,6,cpa_time,closest-approach time / 10 s,"[0,1]",0,10
submarine,,sub_duel_v3,83,torpedo,6,type_one_hot_acoustic,public torpedo type one-hot,"[0,1]",0,1
submarine,,sub_duel_v3,84,torpedo,6,type_one_hot_autonomous,public torpedo type one-hot,"[0,1]",0,1
submarine,,sub_duel_v3,85,torpedo,6,type_one_hot_wire_guided,public torpedo type one-hot,"[0,1]",0,1
submarine,,sub_duel_v3,86,lure,1,present,1 when slot is occupied,"[0,1]",0,1
submarine,,sub_duel_v3,87,lure,1,bearing_sin,right / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,88,lure,1,bearing_cos,forward / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,89,lure,1,distance_ratio,distance_m / 10000,"[0,1]",0,10000
submarine,,sub_duel_v3,90,lure,1,remaining_lifetime,remaining_s / 120,"[0,1]",0,120
submarine,,sub_duel_v3,91,lure,1,ownership,1 own; -1 foreign,"[-1,1]",0,1
submarine,,sub_duel_v3,92,lure,2,present,1 when slot is occupied,"[0,1]",0,1
submarine,,sub_duel_v3,93,lure,2,bearing_sin,right / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,94,lure,2,bearing_cos,forward / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,95,lure,2,distance_ratio,distance_m / 10000,"[0,1]",0,10000
submarine,,sub_duel_v3,96,lure,2,remaining_lifetime,remaining_s / 120,"[0,1]",0,120
submarine,,sub_duel_v3,97,lure,2,ownership,1 own; -1 foreign,"[-1,1]",0,1
submarine,,sub_duel_v3,98,lure,3,present,1 when slot is occupied,"[0,1]",0,1
submarine,,sub_duel_v3,99,lure,3,bearing_sin,right / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,100,lure,3,bearing_cos,forward / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,101,lure,3,distance_ratio,distance_m / 10000,"[0,1]",0,10000
submarine,,sub_duel_v3,102,lure,3,remaining_lifetime,remaining_s / 120,"[0,1]",0,120
submarine,,sub_duel_v3,103,lure,3,ownership,1 own; -1 foreign,"[-1,1]",0,1
submarine,,sub_duel_v3,104,lure,4,present,1 when slot is occupied,"[0,1]",0,1
submarine,,sub_duel_v3,105,lure,4,bearing_sin,right / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,106,lure,4,bearing_cos,forward / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,107,lure,4,distance_ratio,distance_m / 10000,"[0,1]",0,10000
submarine,,sub_duel_v3,108,lure,4,remaining_lifetime,remaining_s / 120,"[0,1]",0,120
submarine,,sub_duel_v3,109,lure,4,ownership,1 own; -1 foreign,"[-1,1]",0,1
submarine,,sub_duel_v3,110,lure,5,present,1 when slot is occupied,"[0,1]",0,1
submarine,,sub_duel_v3,111,lure,5,bearing_sin,right / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,112,lure,5,bearing_cos,forward / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,113,lure,5,distance_ratio,distance_m / 10000,"[0,1]",0,10000
submarine,,sub_duel_v3,114,lure,5,remaining_lifetime,remaining_s / 120,"[0,1]",0,120
submarine,,sub_duel_v3,115,lure,5,ownership,1 own; -1 foreign,"[-1,1]",0,1
submarine,,sub_duel_v3,116,lure,6,present,1 when slot is occupied,"[0,1]",0,1
submarine,,sub_duel_v3,117,lure,6,bearing_sin,right / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,118,lure,6,bearing_cos,forward / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,119,lure,6,distance_ratio,distance_m / 10000,"[0,1]",0,10000
submarine,,sub_duel_v3,120,lure,6,remaining_lifetime,remaining_s / 120,"[0,1]",0,120
submarine,,sub_duel_v3,121,lure,6,ownership,1 own; -1 foreign,"[-1,1]",0,1
submarine,,sub_duel_v3,122,grenade,1,present,1 when slot is occupied,"[0,1]",0,1
submarine,,sub_duel_v3,123,grenade,1,bearing_sin,right / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,124,grenade,1,bearing_cos,forward / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,125,grenade,1,distance_ratio,planar_distance_m / 10000,"[0,1]",0,10000
submarine,,sub_duel_v3,126,grenade,1,velocity_forward,relative forward velocity / 2000,"[-1,1]",0,2000
submarine,,sub_duel_v3,127,grenade,1,velocity_right,relative right velocity / 2000,"[-1,1]",0,2000
submarine,,sub_duel_v3,128,grenade,1,explosion_depth,relative explosion depth / max_depth_game_units,"[-1,1]",0,450
submarine,,sub_duel_v3,129,grenade,1,time_to_explosion,time_to_explosion_s / 120,"[0,1]",0,120
submarine,,sub_duel_v3,130,grenade,1,effect_radius,effect_radius_m / 500,"[0,1]",0,500
submarine,,sub_duel_v3,131,grenade,1,ownership,1 own; -1 foreign,"[-1,1]",0,1
submarine,,sub_duel_v3,132,grenade,2,present,1 when slot is occupied,"[0,1]",0,1
submarine,,sub_duel_v3,133,grenade,2,bearing_sin,right / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,134,grenade,2,bearing_cos,forward / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,135,grenade,2,distance_ratio,planar_distance_m / 10000,"[0,1]",0,10000
submarine,,sub_duel_v3,136,grenade,2,velocity_forward,relative forward velocity / 2000,"[-1,1]",0,2000
submarine,,sub_duel_v3,137,grenade,2,velocity_right,relative right velocity / 2000,"[-1,1]",0,2000
submarine,,sub_duel_v3,138,grenade,2,explosion_depth,relative explosion depth / max_depth_game_units,"[-1,1]",0,450
submarine,,sub_duel_v3,139,grenade,2,time_to_explosion,time_to_explosion_s / 120,"[0,1]",0,120
submarine,,sub_duel_v3,140,grenade,2,effect_radius,effect_radius_m / 500,"[0,1]",0,500
submarine,,sub_duel_v3,141,grenade,2,ownership,1 own; -1 foreign,"[-1,1]",0,1
submarine,,sub_duel_v3,142,grenade,3,present,1 when slot is occupied,"[0,1]",0,1
submarine,,sub_duel_v3,143,grenade,3,bearing_sin,right / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,144,grenade,3,bearing_cos,forward / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,145,grenade,3,distance_ratio,planar_distance_m / 10000,"[0,1]",0,10000
submarine,,sub_duel_v3,146,grenade,3,velocity_forward,relative forward velocity / 2000,"[-1,1]",0,2000
submarine,,sub_duel_v3,147,grenade,3,velocity_right,relative right velocity / 2000,"[-1,1]",0,2000
submarine,,sub_duel_v3,148,grenade,3,explosion_depth,relative explosion depth / max_depth_game_units,"[-1,1]",0,450
submarine,,sub_duel_v3,149,grenade,3,time_to_explosion,time_to_explosion_s / 120,"[0,1]",0,120
submarine,,sub_duel_v3,150,grenade,3,effect_radius,effect_radius_m / 500,"[0,1]",0,500
submarine,,sub_duel_v3,151,grenade,3,ownership,1 own; -1 foreign,"[-1,1]",0,1
submarine,,sub_duel_v3,152,grenade,4,present,1 when slot is occupied,"[0,1]",0,1
submarine,,sub_duel_v3,153,grenade,4,bearing_sin,right / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,154,grenade,4,bearing_cos,forward / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,155,grenade,4,distance_ratio,planar_distance_m / 10000,"[0,1]",0,10000
submarine,,sub_duel_v3,156,grenade,4,velocity_forward,relative forward velocity / 2000,"[-1,1]",0,2000
submarine,,sub_duel_v3,157,grenade,4,velocity_right,relative right velocity / 2000,"[-1,1]",0,2000
submarine,,sub_duel_v3,158,grenade,4,explosion_depth,relative explosion depth / max_depth_game_units,"[-1,1]",0,450
submarine,,sub_duel_v3,159,grenade,4,time_to_explosion,time_to_explosion_s / 120,"[0,1]",0,120
submarine,,sub_duel_v3,160,grenade,4,effect_radius,effect_radius_m / 500,"[0,1]",0,500
submarine,,sub_duel_v3,161,grenade,4,ownership,1 own; -1 foreign,"[-1,1]",0,1
submarine,,sub_duel_v3,162,grenade,5,present,1 when slot is occupied,"[0,1]",0,1
submarine,,sub_duel_v3,163,grenade,5,bearing_sin,right / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,164,grenade,5,bearing_cos,forward / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,165,grenade,5,distance_ratio,planar_distance_m / 10000,"[0,1]",0,10000
submarine,,sub_duel_v3,166,grenade,5,velocity_forward,relative forward velocity / 2000,"[-1,1]",0,2000
submarine,,sub_duel_v3,167,grenade,5,velocity_right,relative right velocity / 2000,"[-1,1]",0,2000
submarine,,sub_duel_v3,168,grenade,5,explosion_depth,relative explosion depth / max_depth_game_units,"[-1,1]",0,450
submarine,,sub_duel_v3,169,grenade,5,time_to_explosion,time_to_explosion_s / 120,"[0,1]",0,120
submarine,,sub_duel_v3,170,grenade,5,effect_radius,effect_radius_m / 500,"[0,1]",0,500
submarine,,sub_duel_v3,171,grenade,5,ownership,1 own; -1 foreign,"[-1,1]",0,1
submarine,,sub_duel_v3,172,grenade,6,present,1 when slot is occupied,"[0,1]",0,1
submarine,,sub_duel_v3,173,grenade,6,bearing_sin,right / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,174,grenade,6,bearing_cos,forward / planar_distance,"[-1,1]",0,1
submarine,,sub_duel_v3,175,grenade,6,distance_ratio,planar_distance_m / 10000,"[0,1]",0,10000
submarine,,sub_duel_v3,176,grenade,6,velocity_forward,relative forward velocity / 2000,"[-1,1]",0,2000
submarine,,sub_duel_v3,177,grenade,6,velocity_right,relative right velocity / 2000,"[-1,1]",0,2000
submarine,,sub_duel_v3,178,grenade,6,explosion_depth,relative explosion depth / max_depth_game_units,"[-1,1]",0,450
submarine,,sub_duel_v3,179,grenade,6,time_to_explosion,time_to_explosion_s / 120,"[0,1]",0,120
submarine,,sub_duel_v3,180,grenade,6,effect_radius,effect_radius_m / 500,"[0,1]",0,500
submarine,,sub_duel_v3,181,grenade,6,ownership,1 own; -1 foreign,"[-1,1]",0,1
submarine,,sub_duel_v3,182,obstacle_ray,,proximity_neg_150_deg,1 - obstacle_or_boundary_distance_m / 1000,"[0,1]",0,1000
submarine,,sub_duel_v3,183,obstacle_ray,,proximity_neg_120_deg,1 - obstacle_or_boundary_distance_m / 1000,"[0,1]",0,1000
submarine,,sub_duel_v3,184,obstacle_ray,,proximity_neg_90_deg,1 - obstacle_or_boundary_distance_m / 1000,"[0,1]",0,1000
submarine,,sub_duel_v3,185,obstacle_ray,,proximity_neg_60_deg,1 - obstacle_or_boundary_distance_m / 1000,"[0,1]",0,1000
submarine,,sub_duel_v3,186,obstacle_ray,,proximity_neg_45_deg,1 - obstacle_or_boundary_distance_m / 1000,"[0,1]",0,1000
submarine,,sub_duel_v3,187,obstacle_ray,,proximity_neg_30_deg,1 - obstacle_or_boundary_distance_m / 1000,"[0,1]",0,1000
submarine,,sub_duel_v3,188,obstacle_ray,,proximity_neg_15_deg,1 - obstacle_or_boundary_distance_m / 1000,"[0,1]",0,1000
submarine,,sub_duel_v3,189,obstacle_ray,,proximity_0_deg,1 - obstacle_or_boundary_distance_m / 1000,"[0,1]",0,1000
submarine,,sub_duel_v3,190,obstacle_ray,,proximity_pos_15_deg,1 - obstacle_or_boundary_distance_m / 1000,"[0,1]",0,1000
submarine,,sub_duel_v3,191,obstacle_ray,,proximity_pos_30_deg,1 - obstacle_or_boundary_distance_m / 1000,"[0,1]",0,1000
submarine,,sub_duel_v3,192,obstacle_ray,,proximity_pos_45_deg,1 - obstacle_or_boundary_distance_m / 1000,"[0,1]",0,1000
submarine,,sub_duel_v3,193,obstacle_ray,,proximity_pos_60_deg,1 - obstacle_or_boundary_distance_m / 1000,"[0,1]",0,1000
submarine,,sub_duel_v3,194,obstacle_ray,,proximity_pos_90_deg,1 - obstacle_or_boundary_distance_m / 1000,"[0,1]",0,1000
submarine,,sub_duel_v3,195,obstacle_ray,,proximity_pos_120_deg,1 - obstacle_or_boundary_distance_m / 1000,"[0,1]",0,1000
submarine,,sub_duel_v3,196,obstacle_ray,,proximity_pos_150_deg,1 - obstacle_or_boundary_distance_m / 1000,"[0,1]",0,1000
submarine,,sub_duel_v3,197,obstacle_ray,,proximity_pos_180_deg,1 - obstacle_or_boundary_distance_m / 1000,"[0,1]",0,1000
submarine,,sub_duel_v3,198,waypoint,,waypoint_bearing_sin,right / distance,"[-1,1]",0,1
submarine,,sub_duel_v3,199,waypoint,,waypoint_bearing_cos,forward / distance,"[-1,1]",0,1
submarine,,sub_duel_v3,200,waypoint,,waypoint_distance_ratio,distance_m / 5000 clipped,"[0,1]",0,5000
